variable,dictionaryID,dimensionID,Type,languageCode,dictionary,dimension,section,subSection,heading,Subheading,word,
c9.476,9,476,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Precursory Conditions and Operations,,,Attention,
c9.477,9,477,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Precursory Conditions and Operations,,,Inattention,
c9.478,9,478,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Precursory Conditions and Operations,,,Care,
c9.479,9,479,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Precursory Conditions and Operations,,,Neglect,
c9.480,9,480,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Precursory Conditions and Operations,,,Inquiry,
c9.481,9,481,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Precursory Conditions and Operations,,,Answer,
c9.482,9,482,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Precursory Conditions and Operations,,,Experiment,
c9.483,9,483,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Precursory Conditions and Operations,,,Comparison,
c9.484,9,484,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Precursory Conditions and Operations,,,Incomparability,
c9.485,9,485,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Precursory Conditions and Operations,,,Discrimination,
c9.486,9,486,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Precursory Conditions and Operations,,,Indiscrimination,
c9.487,9,487,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Precursory Conditions and Operations,,,Identification,
c9.488,9,488,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Precursory Conditions and Operations,,,Measurement,
c9.489,9,489,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Materials for Reasoning,General Evidence,,Evidence,
c9.490,9,490,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Materials for Reasoning,General Evidence,,Counter Evidence,
c9.491,9,491,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Materials for Reasoning,General Evidence,,Qualification,
c9.492,9,492,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Materials for Reasoning,Degrees of Evidence,,Possibility,
c9.493,9,493,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Materials for Reasoning,Degrees of Evidence,,Impossibility,
c9.494,9,494,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Materials for Reasoning,Degrees of Evidence,,Probability,
c9.495,9,495,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Materials for Reasoning,Degrees of Evidence,,Improbability,
c9.496,9,496,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Materials for Reasoning,Degrees of Evidence,,Certainty,
c9.497,9,497,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Materials for Reasoning,Degrees of Evidence,,Uncertainty,
c9.498,9,498,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Reasoning Processes,Oning,,,
c9.499,9,499,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Reasoning Processes,Ition Sophistry,,,
c9.500,9,500,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Reasoning Processes,Nstration,,,
c9.501,9,501,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Reasoning Processes,Utation,,,
c9.502,9,502,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,General,,Judgment,
c9.503,9,503,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,General,,Discovery,
c9.504,9,504,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,General,,Misjudgment,
c9.505,9,505,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,General,,Overestimation,
c9.506,9,506,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,General,,Underestimation,
c9.507,9,507,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,General,,Belief,
c9.508,9,508,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,General,,Unbelief Doubt,
c9.509,9,509,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,General,,Credulity,
c9.510,9,510,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,General,,Incredulity,
c9.511,9,511,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,General,,Assent,
c9.512,9,512,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,General,,Dissent,
c9.513,9,513,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,General,,Knowledge,
c9.514,9,514,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,General,,Ignorance,
c9.515,9,515,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,General,,Scholar,
c9.516,9,516,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,General,,Ignoramus,
c9.517,9,517,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,General,,Truth,
c9.518,9,518,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,General,,Error,
c9.519,9,519,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,General,,Maxim,
c9.520,9,520,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,General,,Absurdity,
c9.521,9,521,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,Faculties,,Intelligence Wisdom,
c9.522,9,522,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,Faculties,,Imbecility Folly,
c9.523,9,523,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,Faculties,,Sage,
c9.524,9,524,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,Faculties,,Fool,
c9.525,9,525,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,Faculties,,Sanity,
c9.526,9,526,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,Faculties,,Insanity,
c9.527,9,527,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Results of Reasoning,Faculties,,Madman,
c9.528,9,528,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Extension of Thought,To The Past,,Memory,
c9.529,9,529,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Extension of Thought,To The Past,,Oblivion,
c9.530,9,530,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Extension of Thought,To The Future,,Expectation,
c9.531,9,531,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Extension of Thought,To The Future,,Inexpectation,
c9.532,9,532,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Extension of Thought,To The Future,,Disappointment,
c9.533,9,533,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Extension of Thought,To The Future,,Foresight,
c9.534,9,534,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Extension of Thought,To The Future,,Prediction,
c9.535,9,535,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Extension of Thought,To The Future,,Omen,
c9.536,9,536,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Extension of Thought,To The Future,,Oracle,
c9.537,9,537,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Creative Thought,,,Supposition,
c9.538,9,538,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Creative Thought,,,Analogy,
c9.539,9,539,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Formation Of Ideas,Creative Thought,,,Imagination,
c9.540,9,540,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Nature of Ideas Communicated,,,Meaning,
c9.541,9,541,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Nature of Ideas Communicated,,,Unmeaningness,
c9.542,9,542,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Nature of Ideas Communicated,,,Intelligibility,
c9.543,9,543,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Nature of Ideas Communicated,,,Unintelligibility,
c9.544,9,544,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Nature of Ideas Communicated,,,Equivocalness,
c9.545,9,545,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Nature of Ideas Communicated,,,Metaphor,
c9.546,9,546,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Nature of Ideas Communicated,,,Interpretation,
c9.547,9,547,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Nature of Ideas Communicated,,,Misinterpretation,
c9.548,9,548,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Nature of Ideas Communicated,,,Interpreter,
c9.549,9,549,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Manifestation,
c9.550,9,550,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Latency Implication,
c9.551,9,551,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Information,
c9.552,9,552,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Correction,
c9.553,9,553,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Concealment,
c9.554,9,554,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Disclosure,
c9.555,9,555,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Ambush,
c9.556,9,556,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Publication,
c9.557,9,557,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,News,
c9.558,9,558,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Secret,
c9.559,9,559,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Messenger,
c9.560,9,560,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Affirmation,
c9.561,9,561,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Negation,
c9.562,9,562,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Teaching,
c9.563,9,563,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Misteaching,
c9.564,9,564,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Learning,
c9.565,9,565,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Teacher,
c9.566,9,566,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Learner,
c9.567,9,567,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,School,
c9.568,9,568,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Veracity,
c9.569,9,569,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Falsehood,
c9.570,9,570,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Deception,
c9.571,9,571,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Untruth,
c9.572,9,572,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Dupe,
c9.573,9,573,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Deceiver,
c9.574,9,574,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Modes of Communication,,,Exaggeration,
c9.575,9,575,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Natural Means,,Indication,
c9.576,9,576,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Natural Means,,Record,
c9.577,9,577,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Natural Means,,Obliteration,
c9.578,9,578,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Natural Means,,Recorder,
c9.579,9,579,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Natural Means,,Representation,
c9.580,9,580,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Natural Means,,Misrepresentation,
c9.581,9,581,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Natural Means,,Painting,
c9.582,9,582,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Natural Means,,Sculpture,
c9.583,9,583,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Natural Means,,Engraving,
c9.584,9,584,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Natural Means,,Artist,
c9.585,9,585,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Language Generally,Language,
c9.586,9,586,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Language Generally,Letter,
c9.587,9,587,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Language Generally,Word,
c9.588,9,588,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Language Generally,Neologism,
c9.589,9,589,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Language Generally,Nomenclature,
c9.590,9,590,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Language Generally,Misnomer,
c9.591,9,591,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Language Generally,Phrase,
c9.592,9,592,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Language Generally,Grammar,
c9.593,9,593,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Language Generally,Solecism,
c9.594,9,594,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Language Generally,Style,
c9.595,9,595,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Language Generally,Perspicuity,
c9.596,9,596,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Language Generally,Obscurity,
c9.597,9,597,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Language Generally,Conciseness,
c9.598,9,598,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Language Generally,Diffuseness,
c9.599,9,599,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Language Generally,Vigor,
c9.600,9,600,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Language Generally,Feebleness,
c9.601,9,601,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Language Generally,Plainness,
c9.602,9,602,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Language Generally,Ornament,
c9.603,9,603,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Language Generally,Elegance,
c9.604,9,604,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Language Generally,Inelegance,
c9.605,9,605,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Spoken Language,Voice,
c9.606,9,606,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Spoken Language,Aphony,
c9.607,9,607,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Spoken Language,Speech,
c9.608,9,608,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Spoken Language,Stammering,
c9.609,9,609,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Spoken Language,Loquacity,
c9.610,9,610,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Spoken Language,Taciturnity,
c9.611,9,611,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Spoken Language,Allocution,
c9.612,9,612,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Spoken Language,Response,
c9.613,9,613,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Spoken Language,Conversation,
c9.614,9,614,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Spoken Language,Soliloquy,
c9.615,9,615,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Written Language,Writing,
c9.616,9,616,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Written Language,Printing,
c9.617,9,617,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Written Language,Correspondence,
c9.618,9,618,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Written Language,Book,
c9.619,9,619,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Written Language,Description,
c9.620,9,620,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Written Language,Dissertation,
c9.621,9,621,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Written Language,Compendium,
c9.622,9,622,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Written Language,Poetry,
c9.623,9,623,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Written Language,Prose,
c9.624,9,624,Wordcount,eng,Roget's Thesaurus,Intellectual Faculties,Communication Of Ideas,Means of Communicating Ideas,Conventional Means,Written Language,The Drama,
c9.625,9,625,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Acts of Volitions,,Will,
c9.626,9,626,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Acts of Volitions,,Necessity,
c9.627,9,627,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Acts of Volitions,,Willingness,
c9.628,9,628,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Acts of Volitions,,Unwillingness,
c9.629,9,629,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Acts of Volitions,,Resolution,
c9.630,9,630,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Acts of Volitions,,Perseverance,
c9.631,9,631,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Acts of Volitions,,Irresolution,
c9.632,9,632,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Acts of Volitions,,Obstinacy,
c9.633,9,633,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Acts of Volitions,,Tergiversation,
c9.634,9,634,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Acts of Volitions,,Caprice,
c9.635,9,635,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Acts of Volitions,,Choice,
c9.636,9,636,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Acts of Volitions,,Of Choice,
c9.637,9,637,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Acts of Volitions,,Rejection,
c9.638,9,638,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Acts of Volitions,,Predetermination,
c9.639,9,639,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Acts of Volitions,,Impulse,
c9.640,9,640,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Acts of Volitions,,Habit,
c9.641,9,641,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Acts of Volitions,,Desuetude,
c9.642,9,642,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Causes of Volition,,Motive,
c9.643,9,643,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Causes of Volition,,Of Motive,
c9.644,9,644,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Causes of Volition,,Dissuasion,
c9.645,9,645,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Causes of Volition,,Pretext,
c9.646,9,646,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Objects of Volition,,Good,
c9.647,9,647,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Volition in General,Objects of Volition,,Evil,
c9.648,9,648,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Conceptional Volition,,Intention,
c9.649,9,649,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Conceptional Volition,,Chance,
c9.650,9,650,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Conceptional Volition,,Pursuit,
c9.651,9,651,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Conceptional Volition,,Avoidance,
c9.652,9,652,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Conceptional Volition,,Relinquishment,
c9.653,9,653,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Conceptional Volition,,Business,
c9.654,9,654,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Conceptional Volition,,Plan,
c9.655,9,655,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Conceptional Volition,,Method,
c9.656,9,656,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Conceptional Volition,,Mid-Course,
c9.657,9,657,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Conceptional Volition,,Circuit,
c9.658,9,658,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Conceptional Volition,,Requirement,
c9.659,9,659,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Instrumentality,
c9.660,9,660,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Means,
c9.661,9,661,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Instrument,
c9.662,9,662,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Substitute,
c9.663,9,663,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Materials,
c9.664,9,664,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Store,
c9.665,9,665,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Provision,
c9.666,9,666,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Waste,
c9.667,9,667,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Sufficiency,
c9.668,9,668,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Insufficiency,
c9.669,9,669,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Redundancy,
c9.670,9,670,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Importance,
