Code,Long_Code,Topic
WB_2833,WB_2833_FOREIGN_DIRECT_INVESTMENT_AND_JOBS,Foreign Direct Investment and Jobs
WB_2835,WB_2835_EMPLOYMENT_INTENSIVE_INVESTMENT,Employment Intensive Investment
WB_2836,WB_2836_MIGRATION_POLICIES_AND_JOBS,Migration Policies and Jobs
WB_2837,WB_2837_IMMIGRATION,Immigration
WB_2838,WB_2838_RURAL_TO_URBAN_MIGRATION,Rural to Urban Migration
WB_2839,WB_2839_MIGRATION_OF_HIGHLY-SKILLED_WORKERS,Migration of Highly-Skilled Workers
WB_284,WB_284_ICT_PROCUREMENT_POLICY,ICT Procurement Policy
WB_2840,WB_2840_INTEGRATION_OF_MIGRANTS,Integration of Migrants
WB_2841,WB_2841_FAMILY_REUNIFICATION,Family Reunification
WB_2842,WB_2842_INTEGRATION_OF_NON-NATIONALS,Integration of Non-Nationals
WB_2843,WB_2843_NATURALIZATION,Naturalization
WB_2844,WB_2844_EMIGRATION,Emigration
WB_2845,WB_2845_HUMAN_CAPITAL_FLIGHT,Human Capital Flight
WB_2846,WB_2846_DIASPORA-BASED_INVESTMENT,Diaspora-Based Investment
WB_2847,WB_2847_INDUSTRIAL_POLICIES,Industrial Policies
WB_2848,WB_2848_THEMATIC_AND_SECTORAL__PRIORITIZATION,Thematic and Sectoral  Prioritization
WB_2849,WB_2849_JOBS_IN_AGRICULTURE,Jobs in Agriculture
WB_285,WB_285_ORGANIZATIONAL_ICT_STRATEGY,Organizational ICT Strategy
WB_2850,WB_2850_JOBS_IN_EDUCATION,Jobs in Education
WB_2851,WB_2851_JOBS_IN_ENERGY_AND_EXTRACTIVES,Jobs in Energy and Extractives
WB_2853,WB_2853_JOBS_IN_ENVIRONMENT_&AMP;_NATURAL_RESOURCES,Jobs in Environment &amp; Natural Resources
WB_2854,WB_2854_JOBS_AND_GREEN_INITIATIVES,Jobs and Green Initiatives
WB_2855,WB_2855_JOBS_IN_FINANCE_AND_MARKETS,Jobs in Finance and Markets
WB_2856,WB_2856_JOBS_IN_NON-BANK_FINANCIAL_INSTITUTIONS,Jobs in Non-Bank Financial Institutions
WB_2857,WB_2857_JOBS_IN_GOVERNANCE,Jobs in Governance
WB_2858,WB_2858_JOBS_IN_HEALTH,Jobs in Health
WB_2859,WB_2859_JOBS_IN_ITC,Jobs in ITC
WB_286,WB_286_TELECOMMUNICATIONS_AND_BROADBAND_ACCESS,Telecommunications and Broadband Access
WB_2860,WB_2860_JOBS_IN_WATER,Jobs in Water
WB_2861,WB_2861_JOBS_IN_TRADE_AND_COMPETITIVENESS,Jobs in Trade and Competitiveness
WB_2862,WB_2862_JOBS_IN_TOURISM,Jobs in Tourism
WB_2863,WB_2863_JOB_REALLOCATIONS,Job Reallocations
WB_2864,WB_2864_FIRM_DYNAMICS_AND_PRODUCTIVITY_GROWTH,Firm Dynamics and Productivity Growth
WB_2865,WB_2865_COMPETITION_POLICY_AND_JOBS,Competition Policy and Jobs
WB_2866,WB_2866_BUSINESS_CLIMATE_AND_JOBS,Business Climate and Jobs
WB_2867,WB_2867_BUSINESS_REGULATIONS_AND_JOBS,Business Regulations and Jobs
WB_2868,WB_2868_ACCESS_TO_FINANCE_AND_JOBS,Access to Finance and Jobs
WB_2869,WB_2869_SUBSIDIZED_LOANS_AND_GRANTS,Subsidized Loans and Grants
WB_287,WB_287_TELECOMMUNICATIONS_SECTOR_STRATEGY,Telecommunications Sector Strategy
WB_2870,WB_2870_SUPPLY_AND_DISTRIBUTION_CHAINS,Supply and Distribution Chains
WB_2871,WB_2871_ACCESS_TO_INFRASTRUCTURE_AND_JOBS,Access to Infrastructure and Jobs
WB_2872,WB_2872_MARKET_DIVERSIFICATION_AND_JOBS,Market Diversification and Jobs
WB_2873,WB_2873_FIRM_BEHAVIOR_AND_JOBS,Firm Behavior and Jobs
WB_2874,WB_2874_PAY_AND_INCENTIVES,Pay and Incentives
WB_2875,WB_2875_URBANIZATION_AND_JOBS,Urbanization and Jobs
WB_2876,WB_2876_INCLUSIVE_CITIES_AND_JOBS,Inclusive Cities and Jobs
WB_2877,WB_2877_COMPETITIVE_CITIES_AND_JOBS,Competitive Cities and Jobs
WB_2878,WB_2878_DYNAMIC_AGGLOMERATION,Dynamic Agglomeration
WB_2879,WB_2879_PRODUCTIVITY_AND_WAGES,Productivity and Wages
WB_288,WB_288_TELECOMMUNICATIONS_SECTOR_POLICY_AND_REGULATION,Telecommunications Sector Policy and Regulation
WB_2880,WB_2880_INNOVATION_AND_JOBS,Innovation and Jobs
WB_2881,WB_2881_FORMALIZATION_AND_PRODUCTIVITY,Formalization and Productivity
WB_2882,WB_2882_INFORMAL_SECTOR_PRODUCTIVITY,Informal Sector Productivity
WB_2883,WB_2883_AGRICULTURAL_PRODUCTIVITY_AND_MARKETS,Agricultural Productivity and Markets
WB_2884,WB_2884_INCLUSIVE_JOBS,Inclusive Jobs
WB_2885,WB_2885_YOUTH_EMPLOYMENT,Youth Employment
WB_2886,WB_2886_AGING_AND_JOBS,Aging and Jobs
WB_2887,WB_2887_AGE-RELATED_JOB_OPPORTUNITY_REDUCTIONS,Age-Related Job Opportunity Reductions
WB_2889,WB_2889_MINORITIES_AND_DISENFRANCHISED_GROUPS_AND_JOBS,Minorities and Disenfranchised Groups and Jobs
WB_289,WB_289_TELECOMMUNICATIONS_LAW_AND_REGULATION,Telecommunications Law and Regulation
WB_2890,WB_2890_AFFIRMATIVE_ACTION,Affirmative Action
WB_2892,WB_2892_ETHNIC_GROUPS_AND_JOBS,Ethnic Groups and Jobs
WB_2893,WB_2893_INDIGENOUS_GROUPS_AND_JOBS,Indigenous Groups and Jobs
WB_2894,WB_2894_REFUGEES_AND_JOBS,Refugees and Jobs
WB_2895,WB_2895_EMPLOYMENT_RATE,Employment Rate
WB_2896,WB_2896_RETIREMENT,Retirement
WB_2898,WB_2898_EXTRACTIVE_INDUSTRIES,Extractive Industries
WB_2899,WB_2899_WOMEN_AND_CORPORATE_LEADERSHIP,Women and Corporate Leadership
WB_290,WB_290_TELECOMMUNICATIONS_ORGANIZATIONAL_DESIGN,Telecommunications Organizational Design
WB_2900,WB_2900_GLOBAL_GENDER_POLICY_FRAMEWORKS,Global Gender Policy Frameworks
WB_2901,WB_2901_GENDER_BASED_VIOLENCE,Gender Based Violence
WB_2902,WB_2902_GENDER_MONITORING_AND_EVALUATION,Gender Monitoring and Evaluation
WB_2903,WB_2903_POLITICAL_SYSTEMS_AND_GOVERNMENT,Political Systems and Government
WB_2904,WB_2904_PROBLEM_DRIVEN_POLITICAL_ECONOMY_ANALYSIS,Problem Driven Political Economy Analysis
WB_2905,WB_2905_CENTER_OF_GOVERNMENT,Center of Government
WB_2906,WB_2906_POLICY_MAKING_AND_POLICY_COORDINATION,Policy Making and Policy Coordination
WB_2907,WB_2907_PUBLIC_SECTOR_STRATEGIC_POLICY_PLANNING,Public Sector Strategic Policy Planning
WB_291,WB_291_BROADBAND_NETWORKS,Broadband Networks
WB_2914,WB_2914_PESTICIDES,Pesticides
WB_2915,WB_2915_ENVIRONMENTAL_CRIME,Environmental Crime
WB_2916,WB_2916_ENVIRONMENTAL_LAW_ENFORCEMENT,Environmental Law Enforcement
WB_2917,WB_2917_SCHOOL_DISTRICT_DEMOGRAPHIC_SYSTEM,School District Demographic System
WB_2918,WB_2918_RADIO_INSTRUCTION,Radio Instruction
WB_2920,WB_2920_TELEVISION_INSTRUCTION,Television Instruction
WB_2921,WB_2921_ACCESS_TO_PRIMARY_EDUCATION,Access to Primary Education
WB_2922,WB_2922_ACCESS_TO_SECONDARY_EDUCATION,Access to Secondary Education
WB_2923,WB_2923_EDUCATION_OF_FEMALES,Education of Females
WB_2924,WB_2924_EDUCATION_FOR_ALL_FAST_TRACK_INITIATIVE,Education for All Fast Track Initiative
WB_2925,WB_2925_ADULT_EDUCATION,Adult Education
WB_2926,WB_2926_DAY_CARE_CENTERS,Day Care Centers
WB_2927,WB_2927_ENERGY_EFFICIENCY_DEMAND_SIDE:_INDUSTRY,Energy Efficiency Demand Side: Industry
WB_2929,WB_2929_ENERGY_EFFICIENCY_DEMAND_SIDE:_URBAN,Energy Efficiency Demand Side: Urban
WB_293,WB_293_MOBILE_NETWORKS_AND_DEVICES,Mobile Networks and Devices
WB_2930,WB_2930_MINING_CADASTRE,Mining Cadastre
WB_2931,WB_2931_IRON,Iron
WB_2933,WB_2933_ZINC,Zinc
WB_2934,WB_2934_COPPER,Copper
WB_2935,WB_2935_NICKEL,Nickel
WB_2936,WB_2936_GOLD,Gold
WB_2937,WB_2937_SILVER,Silver
WB_2938,WB_2938_TIN,Tin
WB_2939,WB_2939_TANTALUM,Tantalum
WB_2940,WB_2940_TUNGSTEN,Tungsten
WB_2941,WB_2941_PEOPLESOFT,PeopleSoft
WB_2942,WB_2942_SAP,SAP
WB_2943,WB_2943_NETWORK_SWITCH,Network Switch
WB_2944,WB_2944_SERVER_INFRASTRUCTURE,Server Infrastructure
WB_2945,WB_2945_DATABASE_SOFTWARE,Database Software
WB_2946,WB_2946_OPEN_SOURCE,Open Source
WB_2947,WB_2947_OPERATING_SYSTEMS,Operating Systems
WB_2948,WB_2948_SHAREALIKE_LICENSE,ShareAlike License
WB_2949,WB_2949_GNU_GENERAL_PUBLIC_LICENSE,GNU General Public License
WB_295,WB_295_SECTOR_SPECIFIC_ICT_APPLICATIONS,Sector Specific ICT Applications
WB_2950,WB_2950_FEMALE_LABOR_MARKET,Female Labor Market
WB_2951,WB_2951_MERGER_LAW,Merger Law
WB_2952,WB_2952_STATE_BUSINESS_REGULATION,State Business Regulation
WB_2953,WB_2953_LOCAL_BUSINESS_REGULATION,Local Business Regulation
WB_2954,WB_2954_EXPY,EXPY
WB_2955,WB_2955_PRODY,PRODY
WB_2956,WB_2956_REGULATORY_ENFORCEMENT_AGENTS,Regulatory Enforcement Agents
WB_2957,WB_2957_EMINENT_DOMAIN,Eminent Domain
WB_2958,WB_2958_PPP_PROCUREMENT_LEGISLATION,PPP Procurement Legislation
WB_2959,WB_2959_COMMUNITY_DRIVEN_DEVELOPMENT_AND_RURAL_LIVELIHOODS,Community Driven Development and Rural Livelihoods
WB_2961,WB_2961_RESILIENT_INFRASTRUCTURE,Resilient Infrastructure
WB_2962,WB_2962_POLITICAL_ECONOMY_OF_TRADE_POLICY,Political Economy of Trade Policy
WB_2963,WB_2963_MUNICIPAL_LAND_MANAGEMENT,Municipal Land Management
WB_2964,WB_2964_MUNICIPAL_REAL_ESTATE_ASSET_MANAGEMENT,Municipal Real Estate Asset Management
WB_2965,WB_2965_TOXIC_POLLUTION,Toxic Pollution
WB_2966,WB_2966_LEGACY_POLLUTION,Legacy Pollution
WB_2967,WB_2967_INDUSTRIAL_POLLUTION,Industrial Pollution
WB_2969,WB_2969_SOCIAL_CONFLICT,Social Conflict
WB_2970,WB_2970_LOCAL_GOVERNMENT_FISCAL_SYSTEM,Local Government Fiscal System
WB_2971,WB_2971_WATER_PRICING,Water Pricing
WB_2972,WB_2972_GROUNDWATER_CONJUNCTIVE_USE,Groundwater Conjunctive Use
WB_2973,WB_2973_MAIN_CANALS,Main Canals
WB_2974,WB_2974_SECONDARY_CANALS,Secondary Canals
WB_2975,WB_2975_TERTIARY_CANALS,Tertiary Canals
WB_2976,WB_2976_AGRICULTURAL_CANALS,Agricultural Canals
WB_2977,WB_2977_CONVEYOR_CANALS,Conveyor Canals
WB_2978,WB_2978_WATER_POLLUTION_LOAD,Water Pollution Load
WB_2979,WB_2979_POINT_SOURCE_POLLUTION,Point Source Pollution
WB_2980,WB_2980_NON-POINT_SOURCE_POLLUTION,Non-Point Source Pollution
WB_2981,WB_2981_DRINKING_WATER_QUALITY_STANDARDS,Drinking Water Quality Standards
WB_2986,WB_2986_AGRIBUSINESS_MANAGEMENT,Agribusiness Management
WB_2987,WB_2987_AGRIBUSINESS_DEVELOPMENT,Agribusiness Development
WB_2988,WB_2988_FOOD_POISONING,Food Poisoning
WB_2989,WB_2989_RAINFED_CROPS,Rainfed Crops
WB_2990,WB_2990_MANAGEMENT_OF_ANIMAL_FECAL_MATTER,Management of Animal Fecal Matter
WB_2991,WB_2991_INLAND_SALINE_AQUACULTURE,Inland Saline Aquaculture
WB_2992,WB_2992_FRESHWATER_FISHERIES,Freshwater Fisheries
WB_2993,WB_2993_MULTINUTRIENT_FERTILIZERS,Multinutrient Fertilizers
WB_2994,WB_2994_SINGLE_NUTRIENT_FERTILIZERS,Single Nutrient Fertilizers
WB_2995,WB_2995_STRAIGHT_FERTILIZERS,Straight Fertilizers
WB_2996,WB_2996_SOIL_EROSION_MANAGEMENT,Soil Erosion Management
WB_2997,WB_2997_SOIL_HEALTH_MANAGEMENT,Soil Health Management
WB_2998,WB_2998_SOIL_AND_CARBON_MANAGEMENT,Soil and Carbon Management
WB_2999,WB_2999_WETLAND_ACTIVITIES,Wetland Activities
WB_3000,WB_3000_COMMODITY_RICH_COUNTRIES,Commodity Rich Countries
WB_3001,WB_3001_IMPROVING_ACCESS_TO_FINANCE,Improving Access to Finance
WB_3002,WB_3002_INDUSTRY_CLUSTER,Industry Cluster
WB_3004,WB_3004_INFANT_INDUSTRY_PROTECTION,Infant Industry Protection
WB_3005,WB_3005_FACTORY_FARM,Factory Farm
WB_3006,WB_3006_INCLUSIVE_GROWTH_IN_FRAGILE_AND_CONFLICT_STATES,Inclusive Growth in Fragile and Conflict States
WB_3007,WB_3007_NATIONAL_PARKS,National Parks
WB_3008,WB_3008_NATURE_PARKS,Nature Parks
WB_3009,WB_3009_CULTURAL_ECOSYSTEM_SERVICES,Cultural Ecosystem Services
WB_3010,WB_3010_ECOSYSTEM_REGULATING_SERVICES,Ecosystem Regulating Services
WB_3011,WB_3011_ECOSYSTEM_SUPPORTING_SERVICES,Ecosystem Supporting Services
WB_3012,WB_3012_PROVISIONING_ECOSYSTEM_SERVICES,Provisioning Ecosystem Services
WB_3013,WB_3013_WETLAND_ASSESSMENT,Wetland Assessment
WB_3014,WB_3014_WASTEWATER_DISPOSAL_FACILITIES,Wastewater Disposal Facilities
WB_3015,WB_3015_RIPARIAN_RIGHTS,Riparian Rights
WB_3016,WB_3016_INTERNATIONAL_RIVER_LAWS,International River Laws
WB_3017,WB_3017_NATURAL_HABITAT_PROTECTION,Natural Habitat Protection
WB_3018,WB_3018_CULTURAL_PROPERTY_PROTECTION,Cultural Property Protection
WB_3019,WB_3019_PHYSICAL_RESOURCES_PROTECTION,Physical Resources Protection
WB_3020,WB_3020_TRADE_AND_CLIMATE_CHANGE,Trade and Climate Change
WB_3021,WB_3021_HAZARDOUS_WASTE_MANAGEMENT,Hazardous Waste Management
WB_3022,WB_3022_SOVEREIGN_WEALTH_MANAGEMENT,Sovereign Wealth Management
WB_3023,WB_3023_ECONOMIC_COST_OF_DISEASE,Economic Cost of Disease
WB_3024,WB_3024_FOREST_TECHNOLOGY,Forest Technology
WB_3025,WB_3025_GENDER_AND_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,Gender and Information and Communication Technologies
WB_3027,WB_3027_GENDER_AND_MACROECONOMIC_POLICIES,Gender and Macroeconomic Policies
WB_3028,WB_3028_GENDER_AND_URBAN_DEVELOPMENT,Gender and Urban Development
WB_3029,WB_3029_GENDER_AND_DISASTER_RISK_MANAGEMENT,Gender and Disaster Risk Management
WB_3030,WB_3030_MACROECONOMICS_OF_CONFLICT_AND_FRAGILITY,Macroeconomics of Conflict and Fragility
WB_3031,WB_3031_DIVERSIFIED_DEVELOPMENT,Diversified Development
WB_3032,WB_3032_MIC_TRAPS,MIC Traps
WB_3033,WB_3033_ENVIRONMENTALLY_SUSTAINABLE_GROWTH,Environmentally Sustainable Growth
WB_3034,WB_3034_COMMODITY_AND_RESOURCE_PRICES,Commodity and Resource Prices
WB_3035,WB_3035_STATE_SECURITY_ACTORS,State Security Actors
WB_3036,WB_3036_MILITARY,Military
WB_3037,WB_3037_WEAPONS,Weapons
WB_3038,WB_3038_NUCLEAR_WEAPONS,Nuclear Weapons
WB_3039,WB_3039_HUMANITARIAN_AID,Humanitarian Aid
WB_3040,WB_3040_LANDMINES,Landmines
WB_3041,WB_3041_CRIME,Crime
WB_3042,WB_3042_AIR_STRIKE,Air Strike
WB_3043,WB_3043_SUICIDE_ATTACK,Suicide Attack
WB_3044,WB_3044_SUICIDE_BOMBING,Suicide Bombing
WB_3045,WB_3045_SUICIDE_CAR_BOMBING,Suicide Car Bombing
WB_3046,WB_3046_HOMICIDE,Homicide
WB_3047,WB_3047_KIDNAPPING,Kidnapping
WB_3048,WB_3048_HOSTAGE_TAKING,Hostage Taking
WB_3049,WB_3049_ELECTRONIC_PASSPORT,Electronic Passport
WB_3050,WB_3050_MACHINE_READABLE_TRAVEL_DOCUMENT,Machine Readable Travel Document
WB_3051,WB_3051_ELECTRONIC_IDENTITY_ENABLED_SERVICES,Electronic Identity Enabled Services
WB_3052,WB_3052_CIVIL_SERVICE_REGISTRY,Civil Service Registry
WB_3053,WB_3053_PUBLIC_EMPLOYMENT_REGISTRY,Public Employment Registry
WB_3054,WB_3054_CIVIL_SERVANT_REGISTRY,Civil Servant Registry
WB_3055,WB_3055_MOBILE_OPEN_GOVERNMENT_APPLICATION,Mobile Open Government Application
WB_3056,WB_3056_E-GOVERNMENT_SERVICES_FOR_CITIZENS,e-government services for citizens
WB_3057,WB_3057_E-GOVERNMENT_SERVICES_FOR_BUSINESS,e-government services for business
WB_3058,WB_3058_E-GOVERNMENT_SERVICES_FOR_GOVERNMENTS,e-government services for governments
WB_3059,WB_3059_MOBILE_E-SERVICES_APPLICATIONS,Mobile e-services Applications
WB_3060,WB_3060_GOVERNMENT_ELECTRONIC_FUNDS_TRANSFER,Government Electronic Funds Transfer
WB_3061,WB_3061_HOSPITAL_INFORMATION_SYSTEM,Hospital Information System
WB_3062,WB_3062_SUBSISTENCE_INFORMATION_SYSTEM,Subsistence Information System
WB_3063,WB_3063_HIGHWAY_MANAGEMENT_SYSTEM,highway management system
WB_3064,WB_3064_URBAN_TRANSPORT_SYSTEM,Urban Transport System
WB_3065,WB_3065_CITY_PLANNING_SYSTEMS,City Planning Systems
WB_3066,WB_3066_REVENUE_ADMINISTRATION_SYSTEMS,Revenue Administration Systems
WB_3067,WB_3067_DEBT_MANAGEMENT_SYSTEM,Debt Management System
WB_3068,WB_3068_PUBLIC_INVESTMENT_PLANNING_SYSTEM,Public Investment Planning System
WB_3069,WB_3069_BUDGET_EXECUTION_SYSTEM,Budget Execution System
WB_3072,WB_3072_UNIQUE_IDENTIFIER,Unique Identifier
WB_3073,WB_3073_RADIO-FREQUENCY_IDENTIFICATION,Radio-Frequency Identification
WB_3074,WB_3074_NEAR-FIELD_COMMUNICATIONS,Near-field communications
WB_3075,WB_3075_MACHINE-TO-MACHINE,Machine-to-Machine
WB_3076,WB_3076_DATA_MINING,Data Mining
WB_3077,WB_3077_WEB_PORTAL,Web Portal
WB_3078,WB_3078_DIGITIZATION,Digitization
WB_3079,WB_3079_ICT_RECORDS_MANAGEMENT,ICT Records Management
WB_3080,WB_3080_CUSTOMER_RELATIONSHIP_MANAGEMENT,Customer Relationship Management
WB_3081,WB_3081_ENTERPRISE_RELATIONSHIP_MANAGEMENT,Enterprise Relationship Management
WB_3082,WB_3082_DATA_PROTECTION_LAW,Data Protection Law
WB_3083,WB_3083_DIAL-UP,Dial-Up
WB_3084,WB_3084_BACKHAUL,Backhaul
WB_3085,WB_3085_INTERNATIONAL_CONNECTIVITY,International Connectivity
WB_3086,WB_3086_SUBMARINE_CABLE,Submarine Cable
WB_3087,WB_3087_OPTICAL_CABLE,Optical Cable
WB_3088,WB_3088_DARK_FIBER,Dark Fiber
WB_3089,WB_3089_COPPER_LINE,Copper Line
WB_3090,WB_3090_DIGITAL_SUBSCRIBER_LINE,Digital Subscriber Line
WB_3091,WB_3091_COLLOCATION,Collocation
WB_3092,WB_3092_MOBILE_PHONE,Mobile Phone
WB_3093,WB_3093_SMART_PHONE,Smart Phone
WB_3094,WB_3094_ICT_CONVERGENCE,ICT Convergence
WB_3095,WB_3095_MOBILE_ID_APPLICATIONS,Mobile ID Applications
WB_3096,WB_3096_MOBILE_ID,Mobile ID
WB_3097,WB_3097_PUBLIC_ACCOUNTING_SYSTEM,Public Accounting System
WB_3098,WB_3098_ACCOUNTS_PAYABLE_SYSTEM,Accounts Payable System
WB_3099,WB_3099_ACCOUNTS_RECEIVABLE_SYSTEM,Accounts Receivable System
WB_3100,WB_3100_FINANCIAL_REPORTING_SYSTEM,Financial Reporting System
WB_3102,WB_3102_DEFLATION,Deflation
WB_3103,WB_3103_MACROECONOMICS_AND_ENVIRONMENTAL_SUSTAINABILITY,Macroeconomics and Environmental Sustainability
WB_3104,WB_3104_GOVERNANCE_AND_GROWTH,Governance and Growth
WB_3105,WB_3105_GENDER_AND_GROWTH,Gender and Growth
WB_3106,WB_3106_TAX_INCIDENCE,Tax Incidence
WB_3107,WB_3107_SUBNATIONAL_CREDITWORTHINESS,Subnational Creditworthiness
WB_3108,WB_3108_MACROECONOMIC_MODELLING_AND_STATISTICS,Macroeconomic Modelling and Statistics
WB_3109,WB_3109_VAR'S_AND_SINGLE_EQUATION_TECHNIQUES,VAR's and Single Equation Techniques
WB_3110,WB_3110_COMPUTABLE_GENERAL_EQUILIBRIUM_MODELING,Computable General Equilibrium Modeling
WB_3111,WB_3111_DYNAMIC_COMPUTABLE_GENERAL_EQUILIBRIUM,Dynamic Computable General Equilibrium
WB_3113,WB_3113_GTAP,GTAP
WB_3114,WB_3114_MAMS,MAMS
WB_3115,WB_3115_OTHER_SINGLE_COUNTRY_CGE_MODELS,Other Single Country CGE Models
WB_3116,WB_3116_STATIC_COMPUTABLE_GENERAL_EQUILIBRIUM,Static Computable General Equilibrium
WB_3117,WB_3117_DYNAMIC_STOCHASTIC_GENERAL_EQUILIBRIUM_MODELS,Dynamic Stochastic General Equilibrium Models
WB_3118,WB_3118_SINGLE_COUNTRY_MODELS,Single Country Models
WB_3119,WB_3119_STRUCTURAL_MACROECONOMETRIC_MODELS,Structural Macroeconometric Models
WB_312,WB_312_INTERNATIONAL_FINANCIAL_STANDARDS,International Financial Standards
WB_3120,WB_3120_MFMOD,MFMod
WB_3121,WB_3121_NATIONAL_ACCOUNTING,National Accounting
WB_3122,WB_3122_REBASING,Rebasing
WB_3123,WB_3123_STATISTICAL_SURVEYS,Statistical Surveys
WB_3124,WB_3124_PRICE_SURVEYS,Price Surveys
WB_3126,WB_3126_HYPOTENSION_</A></LI></UL></DIV>,Hypotension </a></li></ul></div>
WB_3127,WB_3127_INSPECTIONS_FOR_BUSINESS,Inspections for Business
WB_3128,WB_3128_LICENSING_AND_PERMITS_FOR_BUSINESSES,Licensing and Permits for Businesses
WB_3129,WB_3129_STANDARDS_AND_NATIONAL_QUALITY_INFRASTRUCTURES,Standards and National Quality Infrastructures
WB_313,WB_313_INTEGRITY_AND_ANTI-CORRUPTION,Integrity and Anti-Corruption
WB_3130,WB_3130_RISK_BASED_APPROACHES,Risk Based Approaches
WB_3131,WB_3131_REGULATORY_GOVERNANCE_AND_TRANSPARANCY,Regulatory Governance and Transparancy
WB_3132,WB_3132_TRAINING_AND_CAPACITY_DEVELOPMENT,Training and Capacity Development
WB_3133,WB_3133_SECTOR_AND_POLICY_REGULATORY_REFORMS,Sector and Policy Regulatory Reforms
WB_3134,WB_3134_SUSTAINABLE_DEVELOPMENT_GOALS,Sustainable Development Goals
WB_3135,WB_3135_EMERGING_MARKET_TRENDS,Emerging Market Trends
WB_3136,WB_3136_SOUTH-SOUTH_COOPERATION,South-South Cooperation
WB_3137,WB_3137_SOUTH-SOUTH_INVESTMENT,South-South Investment
WB_3138,WB_3138_NATURAL_DISASTER,Natural Disaster
WB_3139,WB_3139_EXTRATERRESTRIAL_EVENT,Extraterrestrial Event
WB_314,WB_314_ANTI-MONEY_LAUNDERING_AND_COMBATING_THE_FINANCING_OF_TERRORISM,Anti-Money Laundering and Combating the Financing of Terrorism
WB_3140,WB_3140_EXTRATERRESTRIAL_IMPACT,Extraterrestrial Impact
WB_3141,WB_3141_AIRBURST,Airburst
WB_3142,WB_3142_EXTRATERRESTRIAL_COLLISION,Extraterrestrial Collision
WB_3143,WB_3143_RADIO_DISTURBANCE,Radio Disturbance
WB_3144,WB_3144_EXTRATERRESTRIAL_SHOCKWAVE,Extraterrestrial Shockwave
WB_3145,WB_3145_SPACE_WEATHER,Space Weather
WB_3146,WB_3146_ENERGETIC_PARTICLES,Energetic Particles
WB_3147,WB_3147_GEOMAGNETIC_STORM,Geomagnetic Storm
WB_3148,WB_3148_GEOPHYSICAL_EVENT,Geophysical Event
WB_3149,WB_3149_VOLCANIC_ACTIVITY,Volcanic Activity
WB_315,WB_315_INTERNATIONAL_ACCOUNTING_STANDARDS,International Accounting Standards
WB_3150,WB_3150_PYROCLASTIC_FLOW</A></LI></UL></DIV>,Pyroclastic Flow</a></li></ul></div>
WB_3151,WB_3151_LAVA_FLOW,Lava Flow
WB_3152,WB_3152_VOLCANIC_DISASTER,Volcanic Disaster
WB_3153,WB_3153_LAHAR,Lahar
WB_3154,WB_3154_EARTHQUAKE,Earthquake
WB_3155,WB_3155_LIQUEFACTION,Liquefaction
WB_3156,WB_3156_FIRE_FOLLOWING_EARTHQUAKE,Fire Following Earthquake
WB_3157,WB_3157_LANDSLIDE_FOLLOWING_EARTHQUAKE,Landslide Following Earthquake
WB_3158,WB_3158_GROUND_MOVEMENT,Ground Movement
WB_3159,WB_3159_MASS_MOVEMENT,Mass movement
WB_3160,WB_3160_TSUNAMI,Tsunami
WB_3161,WB_3161_CLIMATOLOGICAL_EVENT,Climatological Event
WB_3162,WB_3162_DROUGHT,Drought
WB_3163,WB_3163_WILDFIRE,Wildfire
WB_3164,WB_3164_LAND_FIRE,Land Fire
WB_3165,WB_3165_BRUSH_FIRE,Brush Fire
WB_3166,WB_3166_BUSH_FIRE,Bush Fire
WB_3167,WB_3167_PASTURE_FIRE,Pasture Fire
WB_3168,WB_3168_FOREST_FIRE,Forest Fire
WB_3169,WB_3169_SUBSIDENCE,Subsidence
WB_317,WB_317_BANK_REGULATION_AND_SUPERVISION,Bank Regulation and Supervision
WB_3170,WB_3170_GENERAL_CLIMATE_THEMES,General Climate Themes
WB_3172,WB_3172_CLIMATE_RELATED_DISASTER,Climate Related Disaster
WB_3173,WB_3173_CLIMATE_RELATED_EVENT,Climate Related Event
WB_3174,WB_3174_GLACIAL_LAKE_OUTBURST,Glacial Lake Outburst
WB_3175,WB_3175_METEOROLOGICAL,Meteorological
WB_3176,WB_3176_TROPICAL_CYCLONE,Tropical Cyclone
WB_3177,WB_3177_TYPHOON</A></LI></UL></DIV>,Typhoon</a></li></ul></div>
WB_3178,WB_3178_CYCLONE,Cyclone
WB_3179,WB_3179_HURRICANE,Hurricane
WB_318,WB_318_FINANCIAL_ARCHITECTURE_AND_BANKING,Financial Architecture and Banking
WB_3180,WB_3180_TROPICAL_STORM,Tropical Storm
WB_3181,WB_3181_FOG,Fog
WB_3182,WB_3182_EXTRATROPICAL_STORM,Extratropical Storm
WB_3183,WB_3183_EXTREME_TEMPERATURE,Extreme Temperature
WB_3184,WB_3184_ICE,Ice
WB_3185,WB_3185_HEAT_WAVE,Heat Wave
WB_3186,WB_3186_COLD_WAVE,Cold Wave
WB_3187,WB_3187_DEEP_FREEZE,Deep Freeze
WB_3188,WB_3188_CONVECTIVE_STORM,Convective Storm
WB_3189,WB_3189_BLIZZARD,Blizzard
WB_319,WB_319_BANK_RESOLUTION_AND_CRISIS_MANAGEMENT,Bank Resolution and Crisis Management
WB_3190,WB_3190_DERECHO,Derecho
WB_3191,WB_3191_TORNADO,Tornado
WB_3192,WB_3192_WINDSTORM,Windstorm
