Type,Code,Name,Description
Topic,WB_2669_PREMATURE_DEATH,Premature Death,
Topic,WB_2670_JOBS,Jobs,
Topic,WB_2671_JOBS_AND_DEVELOPMENT,Jobs and Development,
Topic,WB_2672_JOBS_AND_SHARED_PROSPERITY,Jobs and Shared Prosperity,
Topic,WB_2673_JOBS_AND_CLIMATE_CHANGE,Jobs and Climate Change,
Topic,WB_2674_GREEN_JOBS,Green Jobs,
Topic,WB_2676_LABOR_INCOMES_AND_POVERTY,Labor Incomes and Poverty,
Topic,WB_2677_EMPLOYMENT_ELASTICITY_OF_GROWTH,Employment Elasticity of Growth,
Topic,WB_2678_CYCLICAL_UNEMPLOYMENT,Cyclical Unemployment,
Topic,WB_2679_JOBLESS_GROWTH,Jobless Growth,
Topic,WB_2680_LABOR_INTENSIVE_GROWTH,Labor Intensive Growth,
Topic,WB_2681_JOBS_AND_HEALTH_EPIDEMICS,Jobs and Health Epidemics,
Topic,WB_2682_JOBS_AND_GLOBALIZATION,Jobs and Globalization,
Topic,WB_2683_CHANGING_NATURE_OF_JOBS,Changing Nature of Jobs,
Topic,WB_2684_ICT_IMPACT_ON_JOBS,ICT Impact on Jobs,
Topic,WB_2685_SHIFT_TOWARDS_CONTRACT_WORK,Shift Towards Contract Work,
Topic,WB_2686_SKILLS_GAP,Skills Gap,
Topic,WB_2687_LIVELIHOOD_INSURANCE,Livelihood Insurance,
Topic,WB_2688_PRODUCTION_FRONTIER,Production Frontier,
Topic,WB_2689_JOBS_DIAGNOSTICS,Jobs Diagnostics,
Topic,WB_2690_CATEGORIES_OF_EMPLOYMENT,Categories of Employment,
Topic,WB_2691_ILLICIT_WORK,Illicit Work,
Topic,WB_2692_INFORMAL_EMPLOYMENT,Informal Employment,
Topic,WB_2693_PART_TIME_EMPLOYMENT,Part Time Employment,
Topic,WB_2694_VULNERABLE_EMPLOYMENT,Vulnerable Employment,
Topic,WB_2695_PROFESSIONAL_EMPLOYMENT,Professional Employment,
Topic,WB_2696_AGRICULTURAL_EMPLOYMENT,Agricultural Employment,
Topic,WB_2697_NON-AGRICULTURAL_RURAL_EMPLOYMENT,Non-Agricultural Rural Employment,
Topic,WB_2698_SELF_EMPLOYMENT,Self Employment,
Topic,WB_2699_OWN_ACCOUNT_WORK,Own Account Work,
Topic,WB_2700_TEMPORARY_EMPLOYMENT,Temporary Employment,
Topic,WB_2701_UNPAID_WORK,Unpaid Work,
Topic,WB_2702_UNDEREMPLOYMENT,Underemployment,
Topic,WB_2703_WAGE_EMPLOYMENT,Wage Employment,
Topic,WB_2704_EMPLOYER,Employer,
Topic,WB_2705_COUNTRY-BASED_EMPLOYMENT_ANALYSIS,Country-Based Employment Analysis,
Topic,WB_2706_JOBS_IN_FRAGILE_STATES,Jobs in Fragile States,
Topic,WB_2707_JOBS_IN_ISLAND_STATES,Jobs in Island States,
Topic,WB_2708_JOBS_IN_RESOURCE_RICH_COUNTRIES,Jobs in Resource Rich Countries,
Topic,WB_2709_JOBS_IN_AGRARIAN_COUNTRIES,Jobs in Agrarian Countries,
Topic,WB_2710_JOBS_IN_URBANIZING_COUNTRIES,Jobs in Urbanizing Countries,
Topic,WB_2711_JOBS_IN_COUNTRIES_WITH_AGING_SOCIETIES,Jobs in Countries with Aging Societies,
Topic,WB_2712_JOBS_IN_LOWER_INCOME_COUNTRIES,Jobs in Lower Income Countries,
Topic,WB_2713_JOBS_IN_MIDDLE_INCOME_COUNTRIES,Jobs in Middle Income Countries,
Topic,WB_2714_JOBS_IN_UPPER_INCOME_COUNTRIES,Jobs in Upper Income Countries,
Topic,WB_2715_JOBS_IN_OECD_COUNTRIES,Jobs in OECD Countries,
Topic,WB_2716_JOBS_IN_COUNTRIES_WITH_A_YOUTH_BULGE,Jobs in Countries with a Youth Bulge,
Topic,WB_2717_FIRM-LEVEL_EMPLOYMENT_ANALYSIS,Firm-Level Employment Analysis,
Topic,WB_2718_START-UPS_AND_JOBS,Start-ups and Jobs,
Topic,WB_2719_MICRO-ENTERPRISES_AND_JOBS,Micro-Enterprises and Jobs,
Topic,WB_2720_SMALL_AND_MEDIUM-SIZED_ENTERPRISES_AND_JOBS,Small and Medium-Sized Enterprises and Jobs,
Topic,WB_2721_MULTINATIONAL_CORPORATIONS_AND_JOBS,Multinational Corporations and Jobs,
Topic,WB_2722_GAZELLES_AND_JOBS,Gazelles and Jobs,
Topic,WB_2723_STATE-OWNED_ENTERPRISES_AND_JOBS,State-Owned Enterprises and Jobs,
Topic,WB_2724_PUBLIC_SECTOR_JOBS,Public Sector Jobs,
Topic,WB_2725_CATEGORIES_OF_WORKERS,Categories of Workers,
Topic,WB_2726_CHILD_WORKERS,Child Workers,
Topic,WB_2727_MALE_WORKERS,Male Workers,
Topic,WB_2728_FEMALE_WORKERS,Female Workers,
Topic,WB_2729_MIGRANT_WORKERS,Migrant Workers,
Topic,WB_2730_OLDER_WORKERS,Older Workers,
Topic,WB_2731_REFUGEE_WORKERS,Refugee Workers,
Topic,WB_2732_SKILLED_WORKERS,Skilled Workers,
Topic,WB_2733_UNSKILLED_WORKERS,Unskilled Workers,
Topic,WB_2734_WORKERS_WITH_DISABILITIES,Workers With Disabilities,
Topic,WB_2735_YOUNG_WORKERS,Young Workers,
Topic,WB_2736_RETURNS_TO_WORK,Returns to Work,
Topic,WB_2737_EMPLOYEE_BENEFITS,Employee Benefits,
Topic,WB_2738_LABOR_EARNINGS,Labor Earnings,
Topic,WB_2739_SHADOW_WAGE,Shadow Wage,
Topic,WB_2740_RESERVATION_WAGE,Reservation Wage,
Topic,WB_2741_SELF-EMPLOYMENT_INCOME,Self-Employment Income,
Topic,WB_2742_PASS-THROUGH_INCOME,Pass-Through Income,
Topic,WB_2743_PREVAILING_WAGES,Prevailing Wages,
Topic,WB_2744_LIVING_WAGES,Living Wages,
Topic,WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE,Job Quality and Labor Market Performance,
Topic,WB_2746_LABOR_PARTICIPATION,Labor Participation,
Topic,WB_2747_UNEMPLOYMENT,Unemployment,
Topic,WB_2748_EMPLOYMENT,Employment,
Topic,WB_2749_WORKING_AGE_POPULATION,Working Age Population,
Topic,WB_2750_LABOR_FORCE,Labor Force,
Topic,WB_2751_LABOR_SUPPLY,Labor Supply,
Topic,WB_2752_ELASTICITY_OF_LABOR_SUPPLY,Elasticity of Labor Supply,
Topic,WB_2753_NUMBER_OF_JOBS_SUPPORTED,Number of Jobs Supported,
Topic,WB_2754_ACCESS_TO_FORMAL_CONTRACTS,Access to Formal Contracts,
Topic,WB_2755_ACCESS_TO_SOCIAL_SECURITY,Access to Social Security,
Topic,WB_2756_LABOR_PRODUCTIVITY,Labor Productivity,
Topic,WB_2757_VULNERABLE_EMPLOYMENTS,Vulnerable Employments,
Topic,WB_2758_NOT_IN_EDUCATION_OR_TRAINING,Not in Education or Training,
Topic,WB_2759_NON-AGRICULTURAL_WAGE_EMPLOYMENT,Non-Agricultural Wage Employment,
Topic,WB_2760_EMPLOYMENT_TOOLS_AND_METHODS,Employment Tools and Methods,
Topic,WB_2761_HOUSEHOLD_SURVEYS,Household Surveys,
Topic,WB_2762_ENTERPRISE_SURVEYS,Enterprise Surveys,
Topic,WB_2763_CENSUS_DATA,Census Data,
Topic,WB_2764_DOING_BUSINESS_SURVEYS,Doing Business Surveys,
Topic,WB_2765_LABOR_FORCE_SURVEYS,Labor Force Surveys,
Topic,WB_2766_LABOR_MARKET_SURVEYS,Labor Market Surveys,
Topic,WB_2767_EMPLOYMENT_ADMINISTRATIVE_DATA,Employment Administrative Data,
Topic,WB_2768_ANALYTICAL_EMPLOYMENT_TOOLS,Analytical Employment Tools,
Topic,WB_2769_JOBS_STRATEGIES,Jobs Strategies,
Topic,WB_2770_MONETARY_POLICY_AND_EMPLOYMENT,Monetary Policy and Employment,
Topic,WB_2771_INFLATION_TARGETING_AND_EMPLOYMENT,Inflation Targeting and Employment,
Topic,WB_2772_EXCHANGE_RATE_REGIMES_AND_EMPLOYMENT,Exchange Rate Regimes and Employment,
Topic,WB_2773_FISCAL_POLICY_AND_JOBS,Fiscal Policy and Jobs,
Topic,WB_2774_INFRASTRUCTURE_INVESTMENTS_FOR_JOBS,Infrastructure Investments for Jobs,
Topic,WB_2775_PENSION_INVESTMENT_FOR_JOBS,Pension Investment for Jobs,
Topic,WB_2776_GOVERNMENT_HIRING_AND_PURCHASES,Government Hiring and Purchases,
Topic,WB_2777_TRANSFER_PAYMENTS,Transfer Payments,
Topic,WB_2778_SHORT-TIME_COMPENSATION_PROGRAMS,Short-Time Compensation Programs,
Topic,WB_2780_PROPERTY_TAX_ABATEMENT,Property Tax Abatement,
Topic,WB_2781_SALES_TAX_EXEMPTIONS_AND_CREDITS,Sales Tax Exemptions and Credits,
Topic,WB_2782_CORPORATE_INCOME_TAX_EXEMPTIONS,Corporate Income Tax Exemptions,
Topic,WB_2783_JOB_TAX_CREDITS,Job Tax Credits,
Topic,WB_2784_TAX_INCENTIVES_FAVORING_CAPITAL,Tax Incentives Favoring Capital,
Topic,WB_2785_TAX_INCENTIVE_TARGETING,Tax Incentive Targeting,
Topic,WB_2786_LABOR_TAXES,Labor Taxes,
Topic,WB_2787_PUBLIC_FUNDED_RESEARCH_AND_DEVELOPMENT,Public Funded Research and Development,
Topic,WB_2788_LABOR_MARKET_INSTITUTIONS_AND_POLICIES,Labor Market Institutions and Policies,
Topic,WB_2789_LABOR_CONTRACTS,Labor Contracts,
Topic,WB_279_ICT_STRATEGY,ICT Strategy,
Topic,WB_2790_LABOR_REDUNDANCY,Labor Redundancy,
Topic,WB_2791_DUALITY_OF_THE_LABOR_MARKET,Duality of the Labor Market,
Topic,WB_2792_COLLECTIVE_REDUNDANCY_PROCEDURES,Collective Redundancy Procedures,
Topic,WB_2793_INDIVIDUAL_LABOR_DISMISSALS,Individual Labor Dismissals,
Topic,WB_2794_EMPLOYMENT_RELATIONSHIP,Employment Relationship,
Topic,WB_2795_EMPLOYMENT-AT-WILL,Employment-At-Will,
Topic,WB_2796_FIXED_TERM_CONTRACTS,Fixed Term Contracts,
Topic,WB_2797_TEMPORARY_AGENCY_WORK,Temporary Agency Work,
Topic,WB_2798_PART-TIME_WORK,Part-Time Work,
Topic,WB_2799_NON-COMPETE_COVENANTS,Non-Compete Covenants,
Topic,WB_280_ICT_SECTOR_STRATEGY,ICT Sector Strategy,
Topic,WB_2800_INDEPENDENT-CONTRACTOR_RELATIONS,Independent-Contractor Relations,
Topic,WB_2801_MINIMAL_AND_LIVING_WAGES,Minimal and Living Wages,
Topic,WB_2802_WORKING_CONDITIONS,Working Conditions,
Topic,WB_2803_LABOR_FORCE_FRICTIONS,Labor Force Frictions,
Topic,WB_2804_WORKING_TIME_DIRECTIVE,Working Time Directive,
Topic,WB_2805_SECTORIAL_WORKING_TIME,Sectorial Working Time,
Topic,WB_2806_DISMISSAL_PROCEDURES,Dismissal Procedures,
Topic,WB_2807_COMPENSATION_POLICIES,Compensation Policies,
Topic,WB_2808_EMPLOYMENT_PROTECTION,Employment Protection,
Topic,WB_2809_UNEMPLOYMENT_INSURANCE_REFORMS,Unemployment Insurance Reforms,
Topic,WB_281_ICT_INDUSTRY_AND_SERVICES,ICT Industry and Services,
Topic,WB_2810_REFORM_OF_SEVERANCE_PAY_SCHEMES,Reform of Severance Pay Schemes,
Topic,WB_2811_COLLECTIVE_BARGAINING,Collective Bargaining,
Topic,WB_2812_FLEXICURITY,Flexicurity,
Topic,WB_2813_EFFICIENT_LABOR_EXCHANGES,Efficient Labor Exchanges,
Topic,WB_2814_PUBLIC_WORKS_AND_JOBS,Public Works and Jobs,
Topic,WB_2815_SKILLS_AND_EDUCATION,Skills and Education,
Topic,WB_2816_HUMAN_CAPITAL_ACCUMULATION,Human Capital Accumulation,
Topic,WB_2817_TRAINING_PROGRAMS,Training Programs,
Topic,WB_2818_DEMAND_DRIVEN_TRAINING,Demand Driven Training,
Topic,WB_2819_EMPLOYABILITY_TRAINING,Employability Training,
Topic,WB_282_ICT_POLICY,ICT Policy,
Topic,WB_2820_SOFT_SKILLS_TRAINING,Soft Skills Training,
Topic,WB_2823_ON-THE-JOB_TRAINING,On-the-Job Training,
Topic,WB_2824_INTERNSHIP,Internship,
Topic,WB_2825_LABOR_FLEXIBILITY,Labor Flexibility,
Topic,WB_2826_TRADE_POLICIES_AND_JOBS,Trade Policies and Jobs,
Topic,WB_2827_EXPORT-ORIENTED_INDUSTRIALIZATION_AND_JOBS,Export-oriented Industrialization and Jobs,
Topic,WB_2828_IMPORT_SUBSTITUTION_INDUSTRIALIZATION_AND_JOBS,Import Substitution Industrialization and Jobs,
Topic,WB_2829_COMPETITIVENESS_AND_JOBS,Competitiveness and Jobs,
Topic,WB_283_ICT_LAW,ICT Law,
Topic,WB_2830_REGIONAL_AND_GLOBAL_VALUE_CHAINS,Regional and Global Value Chains,
Topic,WB_2831_FREE_TRADE_AGREEMENTS_AND_JOBS,Free Trade Agreements and Jobs,
Topic,WB_2832_INVESTMENT_POLICIES_AND_JOBS,Investment Policies and Jobs,
Topic,WB_2833_FOREIGN_DIRECT_INVESTMENT_AND_JOBS,Foreign Direct Investment and Jobs,
Topic,WB_2835_EMPLOYMENT_INTENSIVE_INVESTMENT,Employment Intensive Investment,
Topic,WB_2836_MIGRATION_POLICIES_AND_JOBS,Migration Policies and Jobs,
Topic,WB_2837_IMMIGRATION,Immigration,
Topic,WB_2838_RURAL_TO_URBAN_MIGRATION,Rural to Urban Migration,
Topic,WB_2839_MIGRATION_OF_HIGHLY-SKILLED_WORKERS,Migration of Highly-Skilled Workers,
Topic,WB_284_ICT_PROCUREMENT_POLICY,ICT Procurement Policy,
Topic,WB_2840_INTEGRATION_OF_MIGRANTS,Integration of Migrants,
Topic,WB_2841_FAMILY_REUNIFICATION,Family Reunification,
Topic,WB_2842_INTEGRATION_OF_NON-NATIONALS,Integration of Non-Nationals,
Topic,WB_2843_NATURALIZATION,Naturalization,
Topic,WB_2844_EMIGRATION,Emigration,
Topic,WB_2845_HUMAN_CAPITAL_FLIGHT,Human Capital Flight,
Topic,WB_2846_DIASPORA-BASED_INVESTMENT,Diaspora-Based Investment,
Topic,WB_2847_INDUSTRIAL_POLICIES,Industrial Policies,
Topic,WB_2848_THEMATIC_AND_SECTORAL__PRIORITIZATION,Thematic and Sectoral  Prioritization,
Topic,WB_2849_JOBS_IN_AGRICULTURE,Jobs in Agriculture,
Topic,WB_285_ORGANIZATIONAL_ICT_STRATEGY,Organizational ICT Strategy,
Topic,WB_2850_JOBS_IN_EDUCATION,Jobs in Education,
Topic,WB_2851_JOBS_IN_ENERGY_AND_EXTRACTIVES,Jobs in Energy and Extractives,
Topic,WB_2853_JOBS_IN_ENVIRONMENT_&AMP;_NATURAL_RESOURCES,Jobs in Environment &amp; Natural Resources,
Topic,WB_2854_JOBS_AND_GREEN_INITIATIVES,Jobs and Green Initiatives,
Topic,WB_2855_JOBS_IN_FINANCE_AND_MARKETS,Jobs in Finance and Markets,
Topic,WB_2856_JOBS_IN_NON-BANK_FINANCIAL_INSTITUTIONS,Jobs in Non-Bank Financial Institutions,
Topic,WB_2857_JOBS_IN_GOVERNANCE,Jobs in Governance,
Topic,WB_2858_JOBS_IN_HEALTH,Jobs in Health,
Topic,WB_2859_JOBS_IN_ITC,Jobs in ITC,
Topic,WB_286_TELECOMMUNICATIONS_AND_BROADBAND_ACCESS,Telecommunications and Broadband Access,
Topic,WB_2860_JOBS_IN_WATER,Jobs in Water,
Topic,WB_2861_JOBS_IN_TRADE_AND_COMPETITIVENESS,Jobs in Trade and Competitiveness,
Topic,WB_2862_JOBS_IN_TOURISM,Jobs in Tourism,
Topic,WB_2863_JOB_REALLOCATIONS,Job Reallocations,
Topic,WB_2864_FIRM_DYNAMICS_AND_PRODUCTIVITY_GROWTH,Firm Dynamics and Productivity Growth,
Topic,WB_2865_COMPETITION_POLICY_AND_JOBS,Competition Policy and Jobs,
Topic,WB_2866_BUSINESS_CLIMATE_AND_JOBS,Business Climate and Jobs,
Topic,WB_2867_BUSINESS_REGULATIONS_AND_JOBS,Business Regulations and Jobs,
Topic,WB_2868_ACCESS_TO_FINANCE_AND_JOBS,Access to Finance and Jobs,
Topic,WB_2869_SUBSIDIZED_LOANS_AND_GRANTS,Subsidized Loans and Grants,
Topic,WB_287_TELECOMMUNICATIONS_SECTOR_STRATEGY,Telecommunications Sector Strategy,
Topic,WB_2870_SUPPLY_AND_DISTRIBUTION_CHAINS,Supply and Distribution Chains,
Topic,WB_2871_ACCESS_TO_INFRASTRUCTURE_AND_JOBS,Access to Infrastructure and Jobs,
Topic,WB_2872_MARKET_DIVERSIFICATION_AND_JOBS,Market Diversification and Jobs,
Topic,WB_2873_FIRM_BEHAVIOR_AND_JOBS,Firm Behavior and Jobs,
Topic,WB_2874_PAY_AND_INCENTIVES,Pay and Incentives,
Topic,WB_2875_URBANIZATION_AND_JOBS,Urbanization and Jobs,
Topic,WB_2876_INCLUSIVE_CITIES_AND_JOBS,Inclusive Cities and Jobs,
Topic,WB_2877_COMPETITIVE_CITIES_AND_JOBS,Competitive Cities and Jobs,
Topic,WB_2878_DYNAMIC_AGGLOMERATION,Dynamic Agglomeration,
Topic,WB_2879_PRODUCTIVITY_AND_WAGES,Productivity and Wages,
Topic,WB_288_TELECOMMUNICATIONS_SECTOR_POLICY_AND_REGULATION,Telecommunications Sector Policy and Regulation,
Topic,WB_2880_INNOVATION_AND_JOBS,Innovation and Jobs,
Topic,WB_2881_FORMALIZATION_AND_PRODUCTIVITY,Formalization and Productivity,
Topic,WB_2882_INFORMAL_SECTOR_PRODUCTIVITY,Informal Sector Productivity,
Topic,WB_2883_AGRICULTURAL_PRODUCTIVITY_AND_MARKETS,Agricultural Productivity and Markets,
Topic,WB_2884_INCLUSIVE_JOBS,Inclusive Jobs,
Topic,WB_2885_YOUTH_EMPLOYMENT,Youth Employment,
Topic,WB_2886_AGING_AND_JOBS,Aging and Jobs,
Topic,WB_2887_AGE-RELATED_JOB_OPPORTUNITY_REDUCTIONS,Age-Related Job Opportunity Reductions,
Topic,WB_2889_MINORITIES_AND_DISENFRANCHISED_GROUPS_AND_JOBS,Minorities and Disenfranchised Groups and Jobs,
Topic,WB_289_TELECOMMUNICATIONS_LAW_AND_REGULATION,Telecommunications Law and Regulation,
Topic,WB_2890_AFFIRMATIVE_ACTION,Affirmative Action,
Topic,WB_2892_ETHNIC_GROUPS_AND_JOBS,Ethnic Groups and Jobs,
Topic,WB_2893_INDIGENOUS_GROUPS_AND_JOBS,Indigenous Groups and Jobs,
Topic,WB_2894_REFUGEES_AND_JOBS,Refugees and Jobs,
Topic,WB_2895_EMPLOYMENT_RATE,Employment Rate,
Topic,WB_2896_RETIREMENT,Retirement,
Topic,WB_2898_EXTRACTIVE_INDUSTRIES,Extractive Industries,
Topic,WB_2899_WOMEN_AND_CORPORATE_LEADERSHIP,Women and Corporate Leadership,
Topic,WB_290_TELECOMMUNICATIONS_ORGANIZATIONAL_DESIGN,Telecommunications Organizational Design,
Topic,WB_2900_GLOBAL_GENDER_POLICY_FRAMEWORKS,Global Gender Policy Frameworks,
Topic,WB_2901_GENDER_BASED_VIOLENCE,Gender Based Violence,
Topic,WB_2902_GENDER_MONITORING_AND_EVALUATION,Gender Monitoring and Evaluation,
Topic,WB_2903_POLITICAL_SYSTEMS_AND_GOVERNMENT,Political Systems and Government,
Topic,WB_2904_PROBLEM_DRIVEN_POLITICAL_ECONOMY_ANALYSIS,Problem Driven Political Economy Analysis,
Topic,WB_2905_CENTER_OF_GOVERNMENT,Center of Government,
Topic,WB_2906_POLICY_MAKING_AND_POLICY_COORDINATION,Policy Making and Policy Coordination,
Topic,WB_2907_PUBLIC_SECTOR_STRATEGIC_POLICY_PLANNING,Public Sector Strategic Policy Planning,
Topic,WB_291_BROADBAND_NETWORKS,Broadband Networks,
Topic,WB_2914_PESTICIDES,Pesticides,
Topic,WB_2915_ENVIRONMENTAL_CRIME,Environmental Crime,
Topic,WB_2916_ENVIRONMENTAL_LAW_ENFORCEMENT,Environmental Law Enforcement,
Topic,WB_2917_SCHOOL_DISTRICT_DEMOGRAPHIC_SYSTEM,School District Demographic System,
Topic,WB_2918_RADIO_INSTRUCTION,Radio Instruction,
Topic,WB_2920_TELEVISION_INSTRUCTION,Television Instruction,
Topic,WB_2921_ACCESS_TO_PRIMARY_EDUCATION,Access to Primary Education,
Topic,WB_2922_ACCESS_TO_SECONDARY_EDUCATION,Access to Secondary Education,
Topic,WB_2923_EDUCATION_OF_FEMALES,Education of Females,
Topic,WB_2924_EDUCATION_FOR_ALL_FAST_TRACK_INITIATIVE,Education for All Fast Track Initiative,
Topic,WB_2925_ADULT_EDUCATION,Adult Education,
Topic,WB_2926_DAY_CARE_CENTERS,Day Care Centers,
Topic,WB_2927_ENERGY_EFFICIENCY_DEMAND_SIDE:_INDUSTRY,Energy Efficiency Demand Side: Industry,
Topic,WB_2929_ENERGY_EFFICIENCY_DEMAND_SIDE:_URBAN,Energy Efficiency Demand Side: Urban,
Topic,WB_293_MOBILE_NETWORKS_AND_DEVICES,Mobile Networks and Devices,
Topic,WB_2930_MINING_CADASTRE,Mining Cadastre,
Topic,WB_2931_IRON,Iron,
Topic,WB_2933_ZINC,Zinc,
Topic,WB_2934_COPPER,Copper,
Topic,WB_2935_NICKEL,Nickel,
Topic,WB_2936_GOLD,Gold,
Topic,WB_2937_SILVER,Silver,
Topic,WB_2938_TIN,Tin,
Topic,WB_2939_TANTALUM,Tantalum,
Topic,WB_2940_TUNGSTEN,Tungsten,
Topic,WB_2941_PEOPLESOFT,PeopleSoft,
Topic,WB_2942_SAP,SAP,
Topic,WB_2943_NETWORK_SWITCH,Network Switch,
Topic,WB_2944_SERVER_INFRASTRUCTURE,Server Infrastructure,
Topic,WB_2945_DATABASE_SOFTWARE,Database Software,
Topic,WB_2946_OPEN_SOURCE,Open Source,
Topic,WB_2947_OPERATING_SYSTEMS,Operating Systems,
Topic,WB_2948_SHAREALIKE_LICENSE,ShareAlike License,
Topic,WB_2949_GNU_GENERAL_PUBLIC_LICENSE,GNU General Public License,
Topic,WB_295_SECTOR_SPECIFIC_ICT_APPLICATIONS,Sector Specific ICT Applications,
Topic,WB_2950_FEMALE_LABOR_MARKET,Female Labor Market,
Topic,WB_2951_MERGER_LAW,Merger Law,
Topic,WB_2952_STATE_BUSINESS_REGULATION,State Business Regulation,
Topic,WB_2953_LOCAL_BUSINESS_REGULATION,Local Business Regulation,
Topic,WB_2954_EXPY,EXPY,
Topic,WB_2955_PRODY,PRODY,
Topic,WB_2956_REGULATORY_ENFORCEMENT_AGENTS,Regulatory Enforcement Agents,
Topic,WB_2957_EMINENT_DOMAIN,Eminent Domain,
Topic,WB_2958_PPP_PROCUREMENT_LEGISLATION,PPP Procurement Legislation,
Topic,WB_2959_COMMUNITY_DRIVEN_DEVELOPMENT_AND_RURAL_LIVELIHOODS,Community Driven Development and Rural Livelihoods,
Topic,WB_2961_RESILIENT_INFRASTRUCTURE,Resilient Infrastructure,
Topic,WB_2962_POLITICAL_ECONOMY_OF_TRADE_POLICY,Political Economy of Trade Policy,
Topic,WB_2963_MUNICIPAL_LAND_MANAGEMENT,Municipal Land Management,
Topic,WB_2964_MUNICIPAL_REAL_ESTATE_ASSET_MANAGEMENT,Municipal Real Estate Asset Management,
Topic,WB_2965_TOXIC_POLLUTION,Toxic Pollution,
Topic,WB_2966_LEGACY_POLLUTION,Legacy Pollution,
Topic,WB_2967_INDUSTRIAL_POLLUTION,Industrial Pollution,
Topic,WB_2969_SOCIAL_CONFLICT,Social Conflict,
Topic,WB_2970_LOCAL_GOVERNMENT_FISCAL_SYSTEM,Local Government Fiscal System,
Topic,WB_2971_WATER_PRICING,Water Pricing,
Topic,WB_2972_GROUNDWATER_CONJUNCTIVE_USE,Groundwater Conjunctive Use,
Topic,WB_2973_MAIN_CANALS,Main Canals,
Topic,WB_2974_SECONDARY_CANALS,Secondary Canals,
Topic,WB_2975_TERTIARY_CANALS,Tertiary Canals,
Topic,WB_2976_AGRICULTURAL_CANALS,Agricultural Canals,
Topic,WB_2977_CONVEYOR_CANALS,Conveyor Canals,
Topic,WB_2978_WATER_POLLUTION_LOAD,Water Pollution Load,
Topic,WB_2979_POINT_SOURCE_POLLUTION,Point Source Pollution,
Topic,WB_2980_NON-POINT_SOURCE_POLLUTION,Non-Point Source Pollution,
Topic,WB_2981_DRINKING_WATER_QUALITY_STANDARDS,Drinking Water Quality Standards,
Topic,WB_2986_AGRIBUSINESS_MANAGEMENT,Agribusiness Management,
Topic,WB_2987_AGRIBUSINESS_DEVELOPMENT,Agribusiness Development,
Topic,WB_2988_FOOD_POISONING,Food Poisoning,
Topic,WB_2989_RAINFED_CROPS,Rainfed Crops,
Topic,WB_2990_MANAGEMENT_OF_ANIMAL_FECAL_MATTER,Management of Animal Fecal Matter,
Topic,WB_2991_INLAND_SALINE_AQUACULTURE,Inland Saline Aquaculture,
Topic,WB_2992_FRESHWATER_FISHERIES,Freshwater Fisheries,
Topic,WB_2993_MULTINUTRIENT_FERTILIZERS,Multinutrient Fertilizers,
Topic,WB_2994_SINGLE_NUTRIENT_FERTILIZERS,Single Nutrient Fertilizers,
Topic,WB_2995_STRAIGHT_FERTILIZERS,Straight Fertilizers,
Topic,WB_2996_SOIL_EROSION_MANAGEMENT,Soil Erosion Management,
Topic,WB_2997_SOIL_HEALTH_MANAGEMENT,Soil Health Management,
Topic,WB_2998_SOIL_AND_CARBON_MANAGEMENT,Soil and Carbon Management,
Topic,WB_2999_WETLAND_ACTIVITIES,Wetland Activities,
Topic,WB_3000_COMMODITY_RICH_COUNTRIES,Commodity Rich Countries,
Topic,WB_3001_IMPROVING_ACCESS_TO_FINANCE,Improving Access to Finance,
Topic,WB_3002_INDUSTRY_CLUSTER,Industry Cluster,
Topic,WB_3004_INFANT_INDUSTRY_PROTECTION,Infant Industry Protection,
Topic,WB_3005_FACTORY_FARM,Factory Farm,
Topic,WB_3006_INCLUSIVE_GROWTH_IN_FRAGILE_AND_CONFLICT_STATES,Inclusive Growth in Fragile and Conflict States,
Topic,WB_3007_NATIONAL_PARKS,National Parks,
Topic,WB_3008_NATURE_PARKS,Nature Parks,
Topic,WB_3009_CULTURAL_ECOSYSTEM_SERVICES,Cultural Ecosystem Services,
Topic,WB_3010_ECOSYSTEM_REGULATING_SERVICES,Ecosystem Regulating Services,
Topic,WB_3011_ECOSYSTEM_SUPPORTING_SERVICES,Ecosystem Supporting Services,
Topic,WB_3012_PROVISIONING_ECOSYSTEM_SERVICES,Provisioning Ecosystem Services,
Topic,WB_3013_WETLAND_ASSESSMENT,Wetland Assessment,
Topic,WB_3014_WASTEWATER_DISPOSAL_FACILITIES,Wastewater Disposal Facilities,
Topic,WB_3015_RIPARIAN_RIGHTS,Riparian Rights,
Topic,WB_3016_INTERNATIONAL_RIVER_LAWS,International River Laws,
Topic,WB_3017_NATURAL_HABITAT_PROTECTION,Natural Habitat Protection,
Topic,WB_3018_CULTURAL_PROPERTY_PROTECTION,Cultural Property Protection,
Topic,WB_3019_PHYSICAL_RESOURCES_PROTECTION,Physical Resources Protection,
Topic,WB_3020_TRADE_AND_CLIMATE_CHANGE,Trade and Climate Change,
Topic,WB_3021_HAZARDOUS_WASTE_MANAGEMENT,Hazardous Waste Management,
Topic,WB_3022_SOVEREIGN_WEALTH_MANAGEMENT,Sovereign Wealth Management,
Topic,WB_3023_ECONOMIC_COST_OF_DISEASE,Economic Cost of Disease,
Topic,WB_3024_FOREST_TECHNOLOGY,Forest Technology,
Topic,WB_3025_GENDER_AND_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,Gender and Information and Communication Technologies,
